Date,Forecast Units,Bottom Up Forecast Baseline Units,Actual ExF Sales Units,Actual Scan Sales (Shifted) Units,Scan Forecast (Shifted) Units,Actual Scan Sales Baseline (Shifted) Units,PPP / EA,RRP / EA,,Start Date,End Date,Type,Incremental Units
17/3/18,3330,3330,1728,3007.001928,3330,3007.001928,4.190416584,4.238340905,,,,,
24/3/18,3096.9,3096.9,6912,2950.997868,3096.9,2931.161898,4.221919791,4.221919791,,,,,
31/3/18,1339.443844,3030.3,768,5709.005862,3030.3,2951.663862,3.332142324,4.221919791,,,,,
7/4/18,3582.22669,3263.4,7680,5594.99388,8057.085708,2898.323862,2.854059158,4.171482408,,,,,
14/4/18,4055.498269,3163.5,5184,3155.993904,3163.5,3155.993904,3.941878062,4.163913281,,,,,
21/4/18,3510.331197,3030.3,0,2587.001886,3030.3,2587.001886,4.236676459,4.236676459,,,,,
28/4/18,3330,3330,3456,2883.995898,3330,2883.995898,4.196243382,4.236676459,,,,,
5/5/18,2797.2,2797.2,1728,2628.995922,2797.2,2625.827904,4.001696721,4.196243382,,,,,
12/5/18,2797.2,2797.2,2496,2654.009862,2797.2,2654.009862,4.113278114,4.113278114,,,,,
19/5/18,2797.2,2797.2,0,2708.003886,2797.2,2708.003886,4.062890586,4.113278114,,,,,
26/5/18,4871.926408,2713.284,5184,2738.999928,2713.284,2688.66591,4.025323592,4.121744225,,,,,
2/6/18,8081.918019,2685.312,7488,5677.997892,8081.918019,2620.49991,2.999806586,4.121744225,,,,,
9/6/18,6918.680815,2601.396,5184,5290.001892,7998.002019,2647.157898,3.00079697,4.110168317,,,,,
16/6/18,1738.875031,2545.452,1728,2620.997862,2545.452,2612.495844,4.036157181,4.110168317,,,,,
23/6/18,2545.452,2545.452,0,2416.997856,2545.452,2416.997856,4.18974988,4.18974988,,,,,
30/6/18,2747.2536,2747.2536,4224,2804.999862,2747.2536,2804.999862,4.190203201,4.190203201,,,,,
